Region,Case 1st Observed Date,Narrative,CAUSE,DETERMINED FATE,Health status,DISENTANGLEMENT STATUS,"Seen 
1yr+","Breeding, Feeding, Migratory corridor, or Other?",INITIAL  National Cause Criteria: L1-L12,FINAL National Cause Criteria: L1-L12,L1,L2,L3,L4,L5a,L5b,L6a,L6b,L6c,L7a,L7b,L8,L9,L10,L11,L12,"PBR 
Value","Gear 
Type",Trailing?
ATL,13-Aug-08,"HUWH observed with rope and identifiable buoy, crewman swam up to whale and cut off most gear entangling tail stock. Original and final configuration unclear; some gear removed, but not all; animal emaciated, lethargic and with heavy cyamid load",EN,SI,Decline,Partial,0,M,L10,L10,,,,,,,,,,,,,,1,,,1,-,-
ATL,21-Aug-08,"Line through mouth that trails beyond flukes. No wraps. The reporting vessel lost sight of the entangled whale about 20 minutes before the disentanglement team arrived on scene. Despite searching among the humpback whales in the area, the team was unable to relocate. Resighted on 9/12 & 9/17 with no change in configuration. Sloughing skin & extensive scuffing = poor health",EN,SI,Unknown,-,0,F,L3,L3,,,1,,,,,,,,,,,,,,1,-,1
ATL,20-Sep-08,Multiple body wraps of line on both sides of the dorsal fin w/some trailing line. No response initiated due to time of day. Animal not resighted. Unclear if wraps loose or constricting.,EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,13-Oct-08,"Monofilament line over left fluke blade. Attachment point(s) and configuration unknown. Confirmed gear free on 10/17/08. Healthy resights, reproductively successful.",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,13-Oct-08,Monofilament line over left fluke blade. Attachment point(s) & configuration unknown. Confirmed gear free on 10/14/08. Healthy resights.,EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,4-Nov-08,Fresh dead with heavy shark predation. Due to weather conditions MDDNR necropsied on 11/5. Cranial fractures and hemorrhaging consistent with blunt force trauma.,VS,MT,Dead,-,0,M,L12,L12,,,,,,,,,,,,,,,,1,1,-,-
ATL,8-Nov-08,"minimal detail provided; original configuration unknown, reported disentangled by fishermen but unable to confirm.",EN,PR,Unknown,Partial,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,-
ATL,8-Feb-09,"Previous indication of entanglement, mouth, peduncle and flipper abrasions and line marks w/ associated hemorrhaging",EN,MT,Dead,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,16-Feb-09,"Juvenile male. Fresh wounds indicated line anchored @ both corners of mouth, extending caudally along ventrum & flippers. Also had older, healed EN scars on peduncle & flukes. Lacerations @ mouth were up to 3.5cm deep, edematous & possibly necrotic. Likely that the gear was weighted or had a log of drag. No gear present.",EN,MT,Dead,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,25-Feb-09,"Juvenile entangled/anchored with multiple pot gear. Disentangled on 2/26/09, but remained in hunched body position.",EN,SI,Unknown,Disentangled,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,Pot/Trap,-
ATL,17-Mar-09,Constricting wrap with light cyamids and listless behavior. Dive boat captain swam up and cut line on dorsal peduncle and trailing line. Likely will shed remaining gear; changed from listless to northerly travel after cuts made,EN,NS,Unknown,Partial,0,B,L2,L3,,1,1,,,,,,,,,,,,,,0,-,-
ATL,9-Apr-09,"line exiting mouth, ending in orange buoy by peduncle. Full configuration unknown",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,-
ATL,11-Apr-09,"at least one body wrap and towing at least 2 bullet buoys - unclear if wrap loose or constricting, full configuration unknown",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,20-Apr-09,constricting peduncle wrap with trailing buoy; disentangled after additional buoys set; gear can't be ID'd to specific fishery but gear consistent w/ fixed gear found along US & CAN,EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,-,1
ATL,4-May-09,"free-swimming, constricting line over body, trailing gear, 12-15 constricting wraps around left flipper; disentangled",EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,1
ATL,23-May-09,"line forming bridle behind head then trailing to bullet  buoy, but unable to confirm configuration.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,23-May-09,"1 of 3 whales (all identified) entangled, unclear which one; trailing bullet buoy 75' behind flukes; No response due to time of day and sea state. All individuals subsequently seen and confirmed to have shed gear.",EN,NS,Unknown,Shed Gear,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,1
ATL,29-May-09,Unknown whale came up on transom of 19' stationary private vessel.  Small piece of tissue left on engine collected and turned; over for DNA testing. Whale identified as male HUWH,VS,NS,Unknown,-,0,M,L6c,L6c,,,,,,,,,1,,,,,,,,0,-,-
ATL,6-Jun-09,"Described as 1 wrap around peduncle, 1 around left fluke blade, 3 around right fluke blade (all unconfirmed) with trailing buoy. Sighted on 6/8 with no wraps and attachment point unknown. Resight on 5/13/10 showed gear-free",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,1
ATL,9-Jun-09,"Tight wrap of green rope around body forward of flippers, left flipper has tangled wad of line trailing beneath to midbody",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,1
ATL,10-Jun-09,"Dependent Calf has open fresh wound on tail stock before insertion, potential to affect bone or arteries.; resights indicate healthy. reproductively successful. Calved in 2017",VS,NS,Recovered,-,1,F,L5a,L5a,,,,,1,,,,,,,,,,,,0,-,-
ATL,21-Jul-09,"3 large, fresh lacerations to distal half of right fluke. Injuries healed and resights healthy",VS,NS,Recovered,-,1,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,28-Jul-09,110' Whale watch catamaran @ 5 kts struck and passed over whale after watching it for a few minutes,VS,NS,Unknown,-,0,F,L6c,L6c,,,,,,,,,1,,,,,,,,0,-,-
ATL,14-Aug-09,"Photographed with monofilament line and lure; hook in tubercle w/ line trailing aft of flukes, no wraps. Successfully reproductive, healthy resights",EN,NS,Recovered,Shed Gear,1,F,"L4, L3","L4, L3",,,1,1,,,,,,,,,,,,,0,Hook/Monofilament,1
ATL,12-Sep-09,"Section of weir removed, overnight the whale made its way out but took a piece of the net with it.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,Weir,-
ATL,16-Sep-09,"Entanglement confirmed, but configuration unknown",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,-
ATL,20-Sep-09,"Dependent calf. WDCS observed and photographed HUWH become entangled in monofilament line; unknown attachment point, line trailing beyond fluke, balloon(s) visible; prob gear free 10/2/09",EN,NS,Unknown,Shed Gear,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,-
ATL,20-Oct-09,"line anchored in at least the mouthline, exiting both sides & leading to multiple round buoys with line trailing just beyond flukes to series of bitter ends. Unclear if flippers are involved. Resighted 12/26 off Bahamas & was disentangled by private boaters; believed all gear removed; animal in poor condition - emaciated with heavy cyamids; interview with gear owners revealed gear set ~10/20/09 & had been fished for 1 hour & crew was in process of hauling back when noticed whale in gear",EN,SI,Decline,Disentangled,0,F,L10,L10,,,,,,,,,,,,,,1,,,1,Gillnet,1
ATL,21-Oct-09,"Free-swimming with open bridle through mouth, no wraps. No resights.",EN,NS,Unknown,-,0,F,L3,L3,,,1,,,,,,,,,,,,,,0,Pot/Trap,1
ATL,20-Nov-09,"Sailboat rept; thin, white or light colored line trailing from right side of body. Attachment point(s) & full configuration unknown.",EN,PR,Unknown,-,0,M,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,7-Mar-10,"Two tight lines across back, multiple trailing lines, entanglement hinges on an anchor beneath the whale's chest; resighted on 3/19 off St. Lucie Inlet & 3/25 off Miami. Possibly shed gear, but pronounced health decline - emaciated with heavy cyamid load.",EN,SI,Decline,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,13-Mar-10,"Skull fractures, associated hemorrhage and edema, greenstick fractures of mandible - consistent with blunt force trauma.",VS,MT,Dead,-,0,M,L12,L12,,,,,,,,,,,,,,,,1,1,-,-
ATL,5-May-10,"small animal free swimming, towing twisted line with bullet buoy and high flier; wraps of flukes likely to become constricting as animal grows; Telemetry affixed but came loose",EN,SI,Unknown,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,-,1
ATL,8-May-10,Floater w/ gear; necropsy conducted. COD = drowned in gillnet,EN,MT,Dead,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,Gillnet,-
ATL,15-May-10,"live stranding; euthanized on 5/16; visible signs of entanglement wounds on flukes, pecs and head. proximate COD = entanglement, ultimate COD = euthanasia; necrotic infected wounds @ base of flukes + chronic abrasions on head contributed to stranding; no gear present but injuries consistent with fishing gear",EN,MT,Dead,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,18-May-10,collar of green webbing around base of head with no trailing gear; gillnet; resighted on 5/24/10 - configuration had shifted to constricting wrap at insertion of pecs; confirmed gear free on 7/19/13,EN,NS,Recovered,Shed Gear,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,Netting,-
ATL,28-May-10,"Sighted May 28, necropsied May 30. Only gear present = small section of trawl gear in mouth, but evidence of entanglement +  associated bruising & edema; necropsy report indicates entanglement in mobile trawl gear",EN,MT,Dead,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,Netting,-
ATL,10-Jun-10,"carcass ashore, Necropsied on 6/11. Extensive hemorrhage & edema on right dorsal lateral surface; no skeletal damage but that is likely due to flexibility of bones of in juveniles. Blunt force trauma.",VS,MT,Dead,-,0,M,L12,L12,,,,,,,,,,,,,,,,1,1,-,-
ATL,19-Jun-10,"multiple embedded lines in tailstock and leading edge of flukes, trailing large polyball & small acorn buoy just beyond flukes; cut made to tailstock wrap and aft loop, polyball removed. Team believes will shed remaining gear slowly.",EN,NS,Unknown,Partial,0,F,L2,L3,,1,1,,,,,,,,,,,,,,0,Pot/Trap,1
ATL,4-Jul-10,"carcass landed in Ocean City on 7/8, necropsy conducted on 7/9. Extensive hemorrhage & edema to left side; no fractures - likely flexibility of juvenile bones - consistent with blunt force trauma",VS,MT,Dead,-,0,M,L12,L12,,,,,,,,,,,,,,,,1,1,-,-
ATL,5-Jul-10,"Lactating female with red and green bullet buoy and tangle of line in mouth, embedded wrap on peduncle gear trailing 7ft of flukes; confirmed gear free on 8/2/11",EN,NS,Recovered,Shed Gear,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,-,1
ATL,23-Jul-10,"Forward attachment, but unknown if mouth or flippers, loose wrap around peduncle & right fluke blade, though cutting into leading edge; 2 white bullet buoys with a high flyer. Shed gear, confirmed gear free on 10/19/10 with slight health decline. Healthy resights.",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,1
ATL,26-Jul-10,towing red bullet buoy; attachment point(s) & configuration unknown,EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,27-Jul-10,"line over peduncle, trailing buoy; line w/red acorn buoys and purple pick up stick; Resighted 9/10/10 in BOF - line exiting left mouth and gear trailing sometimes crossing the back or fouling the flukes, but constantly shifting; Original & final configuration unknown. Confirmed gear free on 05/02/11",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,1
ATL,27-Jul-10,"constricting body wrap; A safe workline could not be attached, broadhead cutter attempt on 8/12/10 partially severed line; confirmed gear free from this entanglement, but newly entangled on 8/31/10",EN,NS,Unknown,Partial,0,F,L2,L3,,1,1,,,,,,,,,,,,,,0,-,-
ATL,6-Aug-10,"animal sighted with fresh, superficial propeller lacerations & skeg mark near left blowhole; healthy resights until entanglement on 8/4/2012",VS,NS,Recovered,-,1,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,13-Aug-10,"small whale with line over head with gear trailing; team removed trailing gear, but not head wrap which is likely to become constricting as animal grows.",EN,SI,Unknown,Partial,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,Pot/Trap,1
ATL,20-Aug-10,"green buoy w/high flier; embedded peduncle wraps; Unsuccessful attempts at grappling gear; Last sighting 10/11/10 - shorter trailing line & 1 less buoy, health decline evident - skinny, skin sloughing, cyamid patches, fluke discoloration",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,1
ATL,31-Aug-10,"2nd entanglement of whale; constricting wrap on right pectoral, with trailing, twisting line and buoy; disentangled. Healthy resights. ",EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,1
ATL,10-Sep-10,"Line around peduncle, fluke and towards body, but no buoy. Full configuration unknown.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,-
ATL,2-Oct-10,WW vessel saw 1 surfacing of animal w/ green line on the head and then was unable to relocate. Full configuration unknown.,EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,-
ATL,27-Nov-10,"carcass reported by ferry passenger; no mention of gear @ first sighting; trailing red bullet buoy noted on 2nd report 11/28; stranded w/ no gear 12/1; ID'd by J. Robbins @ unk of year. fresh evidence of constricting wraps on fluke, peduncle and flipper - MT due to EN most parsimonious",EN,MT,Dead,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,23-Dec-10,"Reported by scuba divers; recent entanglement injuries - lacerations from previously constricting gear @ fluke insertion potentially affecting arteries; leading edges of flukes deteriorating; large area missing from trailing right pectoral, potentially affecting bone; heavy cyamid coverage and bad pallor",EN,SI,Decline,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,7-Jan-11,Animal was briefly documented showing net all around the body. The animal was reported to be drifting 1 knot.  No other response was made. extensive entanglement w/ netting covering majority of body including head and blowholes; unable to move on it's own,EN,SI,Unknown,-,0,M,L2,L2,,1,,,,,,,,,,,,,,,1,Gillnet,-
ATL,1-Feb-11,"Anonymous report to MMP. Anchored possibly since 1/30, some cuts made to gear, but animal remained anchored. Searched on 2/7, not relocated.",EN,SI,Unknown,Partial,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,7-Mar-11,"Seen swimming in Pamlico Sound 3/7, then stranded on 3/9 with prop marks on dorsal side, also entanglement scars visible; shark predation & scoliosis evident on 3/11; euthanized. 8 deep lacerations across back; robust with anemia & pale musculature indicates blood loss due to lacerations;  Proximate COD=VS, ultimate COD=euthanasia",VS,MT,Dead,-,0,M,L5a,L5a,,,,,1,,,,,,,,,,,,1,-,-
ATL,11-Apr-11,"Unknown configuration, orange & white buoy w/forward attachment. Reported late & animal lost",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,15-Apr-11,"Virginia Beach Parks staff sighted animal.  VAQ staff deployed tag on presumably anchored whale, search for whale later found tag w/gear attached. Animal was thought to have released itself shed gear 24 hours after initial sighting.  Gear hauled and had hole in mesh and parted float line but all gear recovered; gear set on 4/14/11",EN,NS,Unknown,Shed Gear,0,M,L2,L2,,1,,,,,,,,,,,,,,,0,Gillnet,-
ATL,5-May-11,"Possibly cut out of gear and set adrift. hemorrhaging, but no fractures - possibly due to being a young animal so bones are flexible. Also evidence of constricting gear at insertions of pecs & flukes but injuries healing; Final - COD = SS; hemorrhaging along left jaw = blunt trauma from vessel; EN injuries healing ",VS,MT,Dead,-,0,M,L12,L12,,,,,,,,,,,,,,,,1,1,-,-
ATL,27-May-11,"hemorrhaging along left side w/ 5 broken vertebral processes; necropsy report subpar, but COD due to blunt force trauma consistent with VS is most parsimonious",VS,MT,Dead,-,0,M,L12,L12,,,,,,,,,,,,,,,,1,1,-,-
ATL,30-May-11,"Lifeguard witnessed animal trailing buoy, attachment point(s) & full configuration unknown; animal seen later in the day further south; no further resights",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,3-Jun-11,"Entanglement detected in post-trip analysis. Line exiting right mouthline, unclear if flipper involved, trailing beyond flukes and sinking. Seen same day, 1 hour prior w/out gear; Relocated 5 weeks later - line trailing down both sides and tightly wrapping peduncle causing a hunched position, thin. Injuries indicated previously weighted gear. Mostly disentangled - left with short section through mouth likely to shed. Recovered floatrope=130' red poly w/ purple tracer spliced w/ 25' green poly w/ black tracer. Resights confirm shed gear and healthy",EN,NS,Recovered,"Partial, 
Shed Gear",1,F,L2,L3,,1,1,,,,,,,,,,,,,,0,-,1
ATL,2-Jul-11,"Missing flukes, swimming using flippers only.  No gear present, but missing flukes attributed to chronic entanglement; laceration due to VS appears minor (see VS record); no resights; active & mobile, but also young so likely to succumb to injuries",EN,SI,Decline,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,2-Jul-11,"Missing flukes, swimming using flippers only.  VS laceration appears minor and healing; no gear present, but missing flukes attributed to chronic entanglement (see EN record);  no resights; active & mobile, but also young so likely to succumb to injuries",VS,NS,Unknown,-,0,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,5-Jul-11,"Sighted w/ fresh, minor prop wound; seen injury free 3 days prior (7/2) w/ small vessel in close proximity. Injury free 2 days prior (7/3)",VS,NS,Unknown,-,0,F,L5b,L5b,,,,,,1,,,,,,,,,,,0,-,-
ATL,9-Jul-11,"Small whale with line forward of dorsal, at tail, and trailing to a buoy. Attachment point(s) & full configuration unknown.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,-,1
ATL,10-Jul-11,"they thought were two whales entangled together with green netting around them, small buoy may be trailing. Unable confirm both entangled, treating as one event, configuration unknown.",EN,PR,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,Netting,-
ATL,18-Jul-11,"anchored in gear; gear set 7/15/11. Disentangled. Entangled again 7/30/11 & 9/3/12. Successfully reproductive, healthy resights",EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,21-Jul-11,"Seen by charter boat, described netting around animal but full configuration unknown.",EN,PR,Unknown,-,0,M,L10,L10,,,,,,,,,,,,,,1,,,0.75,Netting,-
ATL,25-Jul-11,"Dolphin Fleet rept; Lactating female - rope leading to yellow buoy w/pvc stick & green flag along right flank, by dorsal. Attachment point(s) & full configuration unknown. Resights confirm shed gear and healthy. Successfully reproductive.",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,-,-
ATL,30-Jul-11,"monofilament around tailstock and aft of flukes, full configuration unknown; confirmed gear free on 8/2/11. Entangled again 9/3/12. Successfully reproductive, healthy resights",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,30-Jul-11,Full configuration unknown - at minimum monofilament at head & trailing along flank & aft of flukes; confirmed gear free in August 2012,EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,31-Jul-11,"Dependent calf monofilament on right flipper, full configuration unknown; confirmed gear free on 8/2/11",EN,NS,Unknown,Shed Gear,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,-
ATL,2-Aug-11,"monofilament streaming aft of flukes (trailing gear), attachment point unknown. Shed gear, healthy resights.",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,4-Aug-11,"Dependent calf seen with entangled mother (see 30-Jul-11 event), 2 sets of fresh lacerations anterior to dorsal. Apparent healing in subsequent sightings. classify as ""deep"" potentially into muscle tissue >10cm",VS,NS,Recovered,-,0,F,L5a,L5a,,,,,1,,,,,,,,,,,,0,-,-
ATL,14-Aug-11,"monofilament entanglement around base of left flipper, unclear if loose or constricting. Shed gear. Successfully reproductive, healthy resights",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,-
ATL,24-Aug-11,"Sighted with new, healing lacerations along left flank - potentially affecting muscle layer. Documented on 7/10/11 with no injury. Resighted in 2012 (entangled) w/ injuries healing",VS,NS,Recovered,-,1,F,L5a,L5a,,,,,1,,,,,,,,,,,,0,-,-
ATL,15-Sep-11,"line caught on leading edge of right fluke & trailing 60ft to twist of line or perhaps buoy; line held in place on fluke as it had cut into leading edge a few inches. Shed gear, healthy resights.",EN,NS,Recovered,Shed Gear,1,F,L3,L3,,,1,,,,,,,,,,,,,,0,-,1
ATL,30-Sep-11,"free-swimming but significant portion of gillnet panel & line wrapping around peduncle and flukes - movement hampered, not swimming or diving, either lying motionless or thrashing; Gear owner stood by, ASM observer on board; gear set on 9/28/11. Disentangled. Healthy resights.",EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,Gillnet,-
ATL,10-Oct-11,"Observed with a light coloured line was wrapped around the base of the tail stock, just rostral of the tail fluke, cutting deeply into the flesh. A knot with several lines, one trailing well behind the whale, extended from the loop around the tail stock.",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,1
ATL,8-Nov-11,Entanglement noted during post-trip analysis. Monofilament line seen trailing over the right fluke w/ an unknown attachment point(s); confirmed gear free in 2012 & calved in 2013 so successfully reproductive,EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,13-Nov-11,"A young humpback whale, approximately 25 feet long, was entangled in the ground line of a lobster trawl. Appeared to be anchored and was unable to move. There were approximately 12 body wraps on the whale.  The following day, November 14, while hauling his gear, a fisherman found the entangled humpback. After an initial active response to the approaching fishing vessel, the whale seemed too exhausted to move much. A member on board the fishing vessel was able to remove approximately 12 body wraps from the whale. Following a visual inspection, it appeared that the entangling gear had been removed successfully. Visible injuries were limited to numerous abrasions, one of which was deep enough to cut through the skin, and a possible injured left pectoral fin. Although it was observed to move freely, the left pectoral fin was generally kept in an abnormal position, being tucked up against the body. Following the disentanglement, the whale swam away quite slowly.",EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,26-Jan-12,"hook/monofilament in back, full configuration unknown; shed gear, healthy resights",EN,NS,Recovered,Shed Gear,1,M,"L4, L10","L4, L10",,,,1,,,,,,,,,,1,,,0,Hook/Monofilament,-
ATL,11-Mar-12,"Anchored, started to haul back gear and whale broke free but retained some line and netting. 98-99% of gear retrieved, small piece of netting remains on fluke, likely to shed. Gear set 3-4 hours prior in same location.",EN,NS,Unknown,Partial,0,M,L2,L3,,1,1,,,,,,,,,,,,,,0,Gillnet,-
ATL,7-Apr-12,Anchored in multiple gear sets. Disentangled on 4/11. 2 Owners interviewed - Gear last hauled 4&5 days earlier in same location. Seen in new entanglement on 13Apr12,EN,NS,Unknown,Disentangled,0,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,13-Apr-12,"Same whale from 4/7/12 disentangled on 4/11/12. New entanglement -  became anchored in multiple gear sets; attached telemetry gear. Disentangled on 4/14 - gear left in mouth, likely to shed. 2 Owners interviewed - gear last hauled 4&5 days prior in same location",EN,NS,Unknown,Disentangled,0,F,L2,L3,,1,1,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,29-Apr-12,Anchored with weighted tail and dorsal fin not breaking surface. Not found on relocation through sea and aerial platforms when sea conditions improved; gillnet w/ buoys,EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,18-May-12,"Lactating female w/ line w/ High flyer caught in old wound on leading fluke edge. Some gear removed, shed remaining. Owner interview - gear last hauled on 5/16 in same location. Healthy resights",EN,NS,Recovered,"Partial, 
Shed Gear",1,F,L3,L3,,,1,,,,,,,,,,,,,,0,Pot/Trap,1
ATL,9-Jun-12,"Monofilament draped over fluke w/ unknown attachment point(s). Seen gear free the day prior. Seen the next day by multiple platforms, and no monofilament observed. Successfully reproductive, healthy resights",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,10-Jun-12,"Event witnessed. Last sighting - monfilament over flukes, attachment point(s) unknown. Shed gear. Successfully reproductive, healthy resights",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,18-Jun-12,"Line through mouth ending at dorsal fin on both sides, buoy on left, bitter end on right. Partly disentangled, left w/ line through mouth w/ short trailing line on either side (L3), confirmed gear free & healthy resights. Reproductively successful",EN,NS,Recovered,"Partial, 
Shed Gear",1,F,L3,L3,,,1,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,22-Jun-12,"Lactating female; open bridle through mouth, norwegian float/heavy monofilament, possibly tuna gear. Shed gear, healthy resights.",EN,NS,Recovered,Shed Gear,1,F,L3,L3,,,1,,,,,,,,,,,,,,0,Monofilament,-
ATL,5-Jul-12,"anchored w/ multiple body wraps, disentangled. Owner interview - gear last hauled 2 days prior in same location. Healthy resights.",EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,6-Jul-12,"anchored w/ head wrap, disentangled. Healthy resights",EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,8-Jul-12,"free-swimming w/ line; emaciated; configuration unclear, but constricting peduncle wraps; unsuccessful disentanglement attempt; propellar lacerations from 2011 event. Resights confirm gear free & improved health",EN,NS,Recovered,Shed Gear,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,-,-
ATL,9-Jul-12,"1 of 3 whales in a purse seine. Swam in as setting net. Seine set completely, but then rings were dropped and whales & catch were released. No contact w/ gear",ET,NS,Unknown,Released,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,Seine,-
ATL,9-Jul-12,"1 of 3 whales in a purse seine. Swam in as setting net. Seine set completely, but then rings were dropped and whales & catch were released. No contact w/ gear",ET,NS,Unknown,Released,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,Seine,-
ATL,9-Jul-12,"1 of 3 whales in a purse seine. Swam in as setting net. Seine set completely, but then rings were dropped and whales & catch were released. No contact w/ gear",ET,NS,Unknown,Released,0,F,L10,L10,,,,,,,,,,,,,,1,,,0,Seine,-
ATL,29-Jul-12,"Dependent calf. tight wrap over tailstock, point of attachment forward, but unknown where; extensive fresh lacerations to peduncle; not relocated",EN,SI,Unknown,-,0,F,L2,L2,,1,,,,,,,,,,,,,,,1,-,-
ATL,4-Aug-12,"Research vessel and plane found whale free-swimming w/ bridle through mouth, joining at peduncle, and trailing line. Unable to standby; animal not relocated. Health decline - grey skin, thin",EN,SI,Unknown,-,0,F,L3,L3,,,1,,,,,,,,,,,,,,1,-,1
ATL,16-Aug-12,"monofilament trailing over right fluke, attachment point(s) unknown. Photo-analysis revealed entangled on 8/16/12. Shed gear, healthy resights",EN,NS,Recovered,Shed Gear,1,F,L10,L10,,,,,,,,,,,,,,1,,,0,Monofilament,1
ATL,18-Aug-12,"anchored w/ multiple body and head wraps, disentangled (had been entangled and disentangled from a previous event on 7/5, this is new); Gear owner interview - last hauled 2 days prior in same location. Healthy resights.",EN,NS,Recovered,Disentangled,1,F,L2,L2,,1,,,,,,,,,,,,,,,0,Pot/Trap,-
ATL,21-Aug-12,Dependent calf w/ monofilament trailing from left fluke; attachment point(s) unknown; normal behavior,EN,NS,Unknown,-,0,F,L10,L10,,,,,,,,,,,,,,1,,,0.75,Monofilament,1
