Region,Case 1st Observed Date,Narrative,CAUSE,DETERMINED FATE,Health status,DISENTANGLEMENT STATUS,"Seen 
1yr+","Breeding, Feeding, Migratory corridor, or Other?",INITIAL  National Cause Criteria: L1-L12,FINAL National Cause Criteria: L1-L12,L1,L2,L3,L4,L5a,L5b,L6a,L6b,L6c,L7a,L7b,L8,L9,L10,L11,L12,"PBR 
Value","Gear 
Type",Trailing?
PAC,29-Jul-14,"CALL RECEIVED FROM NAVAL BASE VENTURA COUNTY-PORT HIUENEME PORT OPERATIONS OF A DEAD WHALE FLOATING IN HARBOR NEXT TO SHIP.  CIMWI VOLUNTEER WENT TO SITE TO CONFIRM. TOOK PICTURES. NOTIFIED STRANDING COORDINATOR-NMFS,BASE BIOLOGIST,CIMWI DIRECTOR, AND CIRCU. 7/30/14 ARRANGEMENTS BEING MADE BETWEEN NMFS AND NAVY TO HAVE WHALE TOWED TO A SITE FOR NECROPSY. NECROPSY PERFORMED BY MEMBERS OF NMFS,CIMWI,CIRCU,ETC. VESSEL ASSIST TOWED REMAINS OUT TO SEA.   EXTERNAL AND INTERNAL EXAM AND NECROPSY",VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
PAC,7-Feb-15,"2.5 MILES WEST OF DANA POINT HARBOR. UNKNOWN GEAR BEHIND BLOWHOLE, APPEARS TO BE CONSTRICTING AND LOOKS TO EXTEND TOWARDS MOUTH. GEAR CONFIGURATION AND AMOUNT UNKNOWN.",EN,SI,UNKNOWN,,0,,,L2,,,,,,,,,,,,,,,,,1,,
PAC,10-Apr-15,"MODERATE DECOMPOSITION. NECROPSIED. 307 PLATES OF BALEEN (LEFT), PARTS OF BROKEN VERTEBRA FROM CONTACT ZONE.",VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
PAC,24-Aug-15,WHALE STUCK ON BOW OF VESSEL. CARCASS TOWED TO ANGEL ISLAND FOR NECROPSY.,VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
PAC,9-Oct-15,"2 MILES OFF DANA POINT. PHOTOS SHOW ROPE / LINE AROUND BODY OF TRAVELING WHALE, BEHIND BLOWHOLE BUT FORWARD OF PECTORAL FLIPPER AREA. LINE APPEARS TO BE TIGHT / CONSTRICTING AROUND ANIMAL. WHALE APPEARs SLIGHTLY EMACIATED. HEALTH DECLINE.",EN,SI,DECLINE,,0,,,L2,,,,,,,,,,,,,,,,,1,,
PAC,5-Jan-17,"ANIMAL FIRST REPORTED OFF YERBA BUENA ISLAND ON 1/5/2017 BY USCG, WHEN A VESSEL APPEARED TO HAVE A CARCASS WRAPPED AROUND ITS BOW. THE CARCASS FELL OFF AS THE VESSEL TURNED TO APPROACH THE CHANNEL.  CARCASS WAS THEN SEEN AGAIN FLOATING IN OAKLAND HARBOR ON 1/7/2017. DUE TO BAD WEATHER AND LOGISTICAL DELAYS IN GETTING CARCASS TOWED TO AN APPROPRIATE SITE (ANGEL ISLAND), A PARTIAL NECROPSY WAS CONDUCTED ON FEB. 6TH AND ANOTHER ON MARCH 2ND. FRACTURED RIBS WERE IDENTIFIED VIA NECROPSY AND CAUSE OF DEATH ATTRIBUTED TO VESSEL STRIKE.",VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
PAC,12-May-17,"FRESHLY-DEAD WHALE FOUND ON THE BOW OF A VESSEL AS IT APPROACHED COMMENCEMENT BAY. THIS WHALE WAS IN GOOD BODY CONDITION, WITH OILY BLUBBER AND A GOOD AMOUNT OF SUBCUTANEOUS FAT, AND HAD BEEN RECENTLY FEEDING ON A LARGE QUANTITY OF KRILL BASED ON BOTH STOMACH AND INTESTINAL CONTENTS AND SOME REMAINS FOUND IN THE BALEEN. THERE WAS A SIGNIFICANT AMOUNT OF HEMORRHAGE ALONG THE MID-BACK, WHICH WAS DETERMINED TO BE THE IMPACT POINT OF THE SHIP WHILE THE WHALE WAS STILL ALIVE.",VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
PAC,16-May-18,"ON 5/16/2018 NOAA RECEIVED A REPORT FROM S.F. BAY HARBOR PILOTS ABOUT A DECEASED WHALE DRAPED ACROSS THE BOW OF A LARGE SHIP ENTERING THE BAY. WHALE WAS OBSERVED FALLING OFF THE BOW IN THE TURNING CHANNEL NEAR OAKLAND. ON 5/18/2018 THE MARINE MAMMAL CENTER RECEIVED A REPORT REGARDING A DECEASED WHALE PARTIALLY SUBMERGED, WEDGED BETWEEN POSTS AND PINNED UNDERNEATH A BRIDGE NEAR OAKLAND. ON 5/18,  WHALE WAS TOWED TO ANGEL ISLAND FOR A NECROPSY. TWO VERTEBRAE OF THE UPPER LUMBAR REGION WERE DISPLACED 90 DEGREES FROM THE REMAINING LUMBAR VERTEBRAE. THE INTERVERTEBRAL DISC AND LIGAMENTOUS SUPPORT WERE COMPLETELY RUPTURED.  DEGREE OF DISPLACEMENT WOULD SURELY HAVE SEVERED THE SPINAL CORD.  NOTE THAT SINCE WHALE WAS TOWED BY TAIL, DEGREE OF ACTUAL DISPLACEMENT MAY HAVE BEEN REDUCED DURING TOWING (WHICH TENDS TO STRAIGHTEN SPINE).  SEVERAL PLATES OF BROKEN BONE WERE FOUND BELONGING TO THE SPINOUS PROCESSES AND LATERAL PROCESSES OF THESE TWO DISPLACED VERTEBRAE AS WELL AS FROM APPROXIMATELY THREE ADJACENT VERTEBRAE (AT LEAST FIVE VERTEBRAE WERE INVOLVED, POSSIBLY MORE).  THE DISPLACED VERTEBRAE WERE PUSHED AGAINST THE LAST TWO RIBS OF THE RIGHT SIDE.  THIS DISPLACEMENT INDICATES THE IMPACT FROM THE RIGHT SIDE PUSHED WELL PAST THE MIDLINE OF THE WHALE, DISPLACING THE VERTEBRAE FROM THE MIDLINE TO THE LEFT SIDE.",VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
PAC,22-May-18,"NECROPSY REPORT AND PHOTOS NOTE EXTENSIVE MUSCLE HEMMORHAGING, FRACTURES TO SKULL, RIBS, AND VERTEBRAE. CONSISTENT WITH VESSEL STRIKE AS CAUSE OF DEATH AS NOTED IN NECROPSY REPORT.",VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
PAC,24-May-18,A BALL OF DARK ROPE ON THE BACK POSTERIOR TO BLOWHOLE THAT LEADS TO THE HEAD AND MOUTH AREA. ROPE APPEARED TIGHT / TAUGHT IN PHOTOS.  AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.,EN,SI,UNKNOWN,,0,,,L2,,,,,,,,,,,,,,,,,1,,
PAC,8-Oct-18,CAME IN DEAD ON BOW OF VESSEL. LARGE IMPACT WOUND ON RIGHT SIDE OF BODY BEHIND PECTORAL FLIPPER. JAWS BEGINNING TO TEAR APART.,VS,MT,DEAD,,0,,,NA,,,,,,,,,,,,,,,,,1,,
